,image_time,DNflag,unet_prob,simple_numhot,unet_class,simple_radiance,hyst_numhot,hyst_radiance,background_bt,hotspot_mean_bt,hotspot_max_bt,bt_hotspot_minus_bg,hotspot_TIR_mean_bt,hotspot_TIR_max_bt,MIR_minus_TIR_bt,improved_radiance,hotspot_area_bg_corrected,solar_za,solar_aa,mirova_numhot,mirova_class,mirova_radiance,max_nti,max_eti,max_dnti,max_deti,max_dnti_z,max_deti_z
9119,2013-03-23 22:24:00,D,0.01753841,0.0,False,,0.0,,,,,,,,,,,53.2409190946102,36.7590809053898,0.0,False,0.0,-0.7904155,0.13072705,0.06308305,0.06697786,4.7750726,4.962918
2655,2013-03-24 00:00:00,D,0.0011258216,0.0,False,,0.0,,,,,,,,,,,52.66931080825558,37.33068919174442,0.0,False,0.0,-0.82832664,0.065594256,0.03889899,0.03578505,3.230136,3.036138
17044,2013-03-24 12:12:00,N,0.055042945,0.0,False,,0.0,,,,,,,,,,,123.90071162453658,-33.900711624536584,0.0,False,0.0,-0.9682937,0.003476441,0.0042627826,0.0032306388,3.252624,3.2185287
12935,2013-03-24 13:54:00,N,0.021793136,0.0,False,,0.0,,,,,,,,,,,116.22303599740323,-26.223035997403233,0.0,False,0.0,-0.96575016,0.0046064854,0.004598275,0.0028180555,3.6187093,2.4499602
15151,2013-03-24 22:06:00,D,0.019211901,0.0,False,,0.0,,,,,,,,,,,53.76293679249593,36.23706320750407,0.0,False,0.0,-0.9417799,0.0140859485,0.008150756,0.009370342,4.2469306,6.1358857
19012,2013-03-24 23:42:00,D,0.4809468,0.0,False,,0.0,,,,,,,,,,,51.81799944519978,38.18200055480022,0.0,False,0.0,-0.9138258,0.037296474,0.032976054,0.024422303,7.8243775,9.684413
3010,2013-03-25 11:54:00,N,0.0117322495,0.0,False,,0.0,,,,,,,,,,,124.12722801817088,-34.12722801817088,0.0,False,0.0,-0.98107755,0.0047231913,0.0046262667,0.004687302,3.501247,3.491224
15215,2013-03-25 13:36:00,N,0.0017076021,0.0,False,,0.0,,,,,,,,,,,117.62928998523881,-27.62928998523882,0.0,False,0.0,-0.96703005,0.004723251,0.002648376,0.0021305308,3.225681,2.8296366
317,2013-03-25 23:24:00,D,8.749073e-06,0.0,False,,0.0,,,,,,,,,,,51.219555345596184,38.780444654403816,0.0,False,0.0,-0.956272,0.0063744783,0.0036054924,0.002503045,3.9132354,2.6740444
2104,2013-03-26 01:06:00,D,0.0004389009,0.0,False,,0.0,,,,,,,,,,,55.7716920123021,34.2283079876979,0.0,False,0.0,-0.91228735,0.019302666,0.009757891,0.00705117,3.729628,3.0828235
6438,2013-03-26 13:18:00,N,0.0004087386,0.0,False,,0.0,,,,,,,,,,,118.86026424349896,-28.860264243498953,0.0,False,0.0,-0.9624881,0.0035728812,0.003420338,0.0023586303,3.6316764,3.269418
8695,2013-03-26 14:54:00,N,0.02370374,0.0,False,,0.0,,,,,,,,,,,108.46389158139726,-18.463891581397267,0.0,False,0.0,-0.96822697,0.0033498406,0.002362512,0.0024748072,2.693923,2.7380385
2586,2013-03-26 23:06:00,D,1.903497e-05,0.0,False,,0.0,,,,,,,,,,,50.8814507363968,39.1185492636032,0.0,False,0.0,-0.94557613,0.006782651,0.0046433955,0.004504159,4.008534,4.1017814
2783,2013-03-27 00:48:00,D,0.0075896215,0.0,False,,0.0,,,,,,,,,,,54.05981437986512,35.94018562013488,0.0,False,0.0,-0.7349814,0.09129709,0.052053064,0.042190492,3.3539166,3.9160187
13610,2013-03-27 13:00:00,N,0.33402973,0.0,False,,0.0,,,,,,,,,,,119.90083331826665,-29.900833318266642,0.0,False,0.0,-0.9597018,0.0027726293,0.0032861829,0.0018811077,3.6397238,3.0093198
662,2013-03-27 14:36:00,N,0.018198749,0.0,False,,0.0,,,,,,,,,,,110.32168254507323,-20.321682545073227,0.0,False,0.0,-0.95891535,0.0030924678,0.0051121935,0.003418468,3.8232996,3.0758913
1988,2013-03-27 22:48:00,D,0.00801449,0.0,False,,0.0,,,,,,,,,,,50.806981183876154,39.193018816123846,0.0,False,0.0,-0.77488935,0.11132586,0.07865271,0.057132095,3.6364884,3.300175
18267,2013-03-28 00:30:00,D,0.0062090135,0.0,False,,0.0,,,,,,,,,,,52.55038013933274,37.44961986066726,0.0,False,0.0,-0.6911459,0.11744499,0.07018835,0.060959436,3.2398407,3.692341
7138,2013-03-28 12:42:00,N,0.0016336906,0.0,False,,0.0,,,,,,,,,,,120.73707045382423,-30.737070453824227,0.0,False,0.0,-0.97411823,0.0022992492,0.0023561418,0.0019324571,2.9638772,2.5279067
3774,2013-03-28 14:18:00,N,0.01599155,0.0,False,,0.0,,,,,,,,,,,112.05793541511068,-22.057935415110684,0.0,False,0.0,-0.96985906,0.0044787526,0.003794767,0.0027342439,3.3123667,2.5237377
16237,2013-03-28 22:30:00,D,0.00021640133,0.0,False,,0.0,,,,,,,,,,,50.99495482002407,39.00504517997593,0.0,False,0.0,-0.86245483,0.037566602,0.01797413,0.019463003,4.019848,4.9803185
61,2013-03-29 00:12:00,D,0.0018795307,0.0,False,,0.0,,,,,,,,,,,51.26155076370801,38.73844923629199,0.0,False,0.0,-0.8883286,0.04598421,0.024449043,0.02461534,3.86108,3.781478
7738,2013-03-29 12:18:00,N,0.020795787,0.0,False,,0.0,,,,,,,,,,,121.645468537963,-31.645468537962998,0.0,False,0.0,-0.96592546,0.006103039,0.0037343502,0.0034286976,3.0352395,3.107084
16396,2013-03-29 14:00:00,N,0.02707365,0.0,False,,0.0,,,,,,,,,,,113.65733519984317,-23.657335199843182,0.0,False,0.0,-0.9659779,0.002239585,0.0033315942,0.0023619607,3.6175275,3.1020005
4669,2013-03-29 22:12:00,D,0.0012012476,0.0,False,,0.0,,,,,,,,,,,51.439688927451115,38.560311072548885,0.0,False,0.0,-0.8225865,0.054592192,0.023751326,0.019715376,3.2616127,3.0600185
6100,2013-03-29 23:48:00,D,0.008442937,0.0,False,,0.0,,,,,,,,,,,50.04099937412132,39.95900062587868,0.0,False,0.0,-0.80114055,0.0873664,0.039206997,0.042552337,7.2539067,6.783915
18988,2013-03-30 12:00:00,N,0.2629856,0.0,False,,0.0,,,,,,,,,,,121.96093448515838,-31.960934485158376,0.0,False,0.0,-0.96709615,0.0029073954,0.004052721,0.002478525,3.4225888,2.699105
2184,2013-03-30 13:42:00,N,0.0016981864,0.0,False,,0.0,,,,,,,,,,,115.10450885099631,-25.104508850996314,0.0,False,0.0,-0.96281487,0.0037840605,0.005078949,0.00236547,4.032772,3.4433608
11398,2013-03-30 23:30:00,D,0.0053010476,0.0,False,,0.0,,,,,,,,,,,49.32982641736125,40.67017358263875,0.0,False,0.0,-0.8651178,0.026972055,0.035441928,0.032664828,4.4073677,5.1258
5230,2013-03-31 01:12:00,D,0.0022847897,0.0,False,,0.0,,,,,,,,,,,54.57372122811147,35.42627877188853,0.0,False,0.0,-0.8660345,0.023125648,0.016937211,0.016446084,2.976153,3.1167152
18409,2013-03-31 13:24:00,N,0.0012176747,0.0,False,,0.0,,,,,,,,,,,116.3843053014437,-26.3843053014437,0.0,False,0.0,-0.9752308,0.003038764,0.0021311417,0.0020278618,2.5250084,2.563421
5894,2013-03-31 15:06:00,N,1.8819774e-05,0.0,False,,0.0,,,,,,,,,,,105.05812020460796,-15.05812020460796,0.0,False,0.0,-0.9879041,0.004140556,0.0045346916,0.0044316947,2.6853423,2.669802
9753,2013-03-31 23:12:00,D,0.013888472,0.0,False,,0.0,,,,,,,,,,,48.884194140058355,41.115805859941645,0.0,False,0.0,-0.7531013,0.15040135,0.044275887,0.032465585,3.3859603,2.6725752
14892,2013-04-01 00:54:00,D,3.118873e-05,0.0,False,,0.0,,,,,,,,,,,52.754770135150785,37.245229864849215,0.0,False,0.0,-0.78510416,0.008822203,0.0089506805,0.005969852,3.053451,2.949159
17592,2013-04-01 13:06:00,N,0.13365577,0.0,False,,0.0,,,,,,,,,,,117.48215746523299,-27.48215746523299,0.0,False,0.0,-0.9604531,0.0032999516,0.006093785,0.0023011044,3.820588,2.1045508
19645,2013-04-01 14:42:00,N,0.0011235405,0.0,False,,0.0,,,,,,,,,,,107.71360042371325,-17.713600423713245,0.0,False,0.0,-0.9678223,0.0049054623,0.0033590496,0.00282906,2.5212233,2.53288
10412,2013-04-01 22:54:00,D,0.021503018,0.0,False,,0.0,,,,,,,,,,,48.70962816525117,41.29037183474883,0.0,False,0.0,-0.7681846,0.070462406,0.09045673,0.040476166,4.384538,3.273631
1318,2013-04-02 00:36:00,D,0.005083679,0.0,False,,0.0,,,,,,,,,,,51.133105641271335,38.866894358728665,0.0,False,0.0,-0.74185854,0.10263294,0.07947502,0.042670034,3.328399,3.3883617
1455,2013-04-02 12:48:00,N,0.09388384,0.0,False,,0.0,,,,,,,,,,,118.38450229421983,-28.384502294219836,0.0,False,0.0,-0.96548426,0.004162252,0.005427271,0.0034705773,3.639515,3.3257062
15193,2013-04-02 14:24:00,N,0.017054753,0.0,False,,0.0,,,,,,,,,,,109.4791462675536,-19.479146267553595,0.0,False,0.0,-0.973289,0.0050435066,0.0039134696,0.004653521,3.3378801,3.9343083
3360,2013-04-02 22:36:00,D,0.048728768,0.0,False,,0.0,,,,,,,,,,,48.80679785147835,41.19320214852165,1.0,True,127717.47649298787,-0.8786792,0.06739622,0.021247104,0.020327762,9.089551,8.631438
5717,2013-04-03 00:18:00,D,1.46526445e-05,0.0,False,,0.0,,,,,,,,,,,49.72860359695786,40.27139640304214,0.0,False,0.0,-0.9592913,0.0041181445,0.0019254908,0.0021569505,2.7203743,2.7896903
11179,2013-04-03 12:24:00,N,0.1331109,0.0,False,,0.0,,,,,,,,,,,119.39249648928845,-29.39249648928844,0.0,False,0.0,-0.96366143,0.0040053725,0.0047303587,0.0025682673,3.7326944,2.904699
3239,2013-04-03 14:06:00,N,0.043990478,0.0,False,,0.0,,,,,,,,,,,111.11379836613982,-21.11379836613982,0.0,False,0.0,-0.968177,0.004088223,0.0028357804,0.0028576627,2.853046,3.2728176
9015,2013-04-03 22:18:00,D,0.002602893,0.0,False,,0.0,,,,,,,,,,,49.17137285880612,40.82862714119388,0.0,False,0.0,-0.75155586,0.097931445,0.03787736,0.054628357,3.7924604,5.0486584
8149,2013-04-03 23:54:00,D,0.0013938939,0.0,False,,0.0,,,,,,,,,,,48.34886440348026,41.65113559651974,0.0,False,0.0,-0.82307744,0.07841182,0.054181896,0.050666176,3.810787,4.1397834
5047,2013-04-04 12:06:00,N,0.07999756,0.0,False,,0.0,,,,,,,,,,,119.79445653703827,-29.794456537038275,0.0,False,0.0,-0.9664903,0.004137397,0.0042601675,0.003141895,3.8767133,3.3954844
7782,2013-04-04 13:48:00,N,0.08272512,0.0,False,,0.0,,,,,,,,,,,112.60286498256723,-22.602864982567226,0.0,False,0.0,-0.9583022,0.0038926005,0.0051884428,0.00382445,3.6635284,4.304366
7146,2013-04-04 23:36:00,D,0.6764906,4.0,True,143864.55372631253,3.0,77265.49762081145,260.6697998046875,266.9229431152344,269.78778076171875,6.253143310546875,223.5543212890625,225.47691345214844,43.368621826171875,188516.66969490587,0.26729020388263464,47.52280766488058,42.47719233511942,1.0,True,60098.07413593054,-0.90435797,0.02935785,0.026474975,0.020569824,9.616431,9.253866
4474,2013-04-05 01:18:00,D,4.520831e-05,0.0,False,,0.0,,,,,,,,,,,53.46689248820548,36.53310751179452,0.0,False,0.0,-0.9385299,0.00863868,0.005934432,0.004746817,3.4639583,3.1317651
17518,2013-04-05 11:48:00,N,0.0029143775,0.0,False,,0.0,,,,,,,,,,,119.96860928540067,-29.968609285400678,0.0,False,0.0,-0.97705203,0.003987074,0.0040832907,0.0035627931,2.9503899,2.8919122
16535,2013-04-05 13:30:00,N,9.772525e-06,0.0,False,,0.0,,,,,,,,,,,113.93182513466036,-23.93182513466036,0.0,False,0.0,-0.97578275,0.0020403266,0.0021952689,0.0022334158,2.937237,2.8928785
179,2013-04-05 23:18:00,D,0.0014735194,0.0,False,,0.0,,,,,,,,,,,46.96691905890076,43.03308094109924,0.0,False,0.0,-0.80865186,0.070132315,0.032481745,0.032098368,3.7780066,3.740121
1051,2013-04-06 01:00:00,D,0.00018327724,0.0,False,,0.0,,,,,,,,,,,51.544265953833175,38.455734046166825,0.0,False,0.0,-0.86349666,0.020780683,0.009781033,0.011764675,4.070841,4.187787
19240,2013-04-06 13:12:00,N,0.008403914,0.0,False,,0.0,,,,,,,,,,,115.0866342459384,-25.08663424593839,0.0,False,0.0,-0.96540844,0.0019615293,0.0014517084,0.0015560687,2.5924716,2.697546
13232,2013-04-06 14:48:00,N,0.00013112182,0.0,False,,0.0,,,,,,,,,,,105.14089868225393,-15.140898682253928,0.0,False,0.0,-0.9689789,0.0029518008,0.0029582381,0.003160417,3.8854458,4.239058
4372,2013-04-06 23:00:00,D,0.015499552,0.0,False,,0.0,,,,,,,,,,,46.68923771819389,43.31076228180611,1.0,True,164941.905637469,-0.8853765,0.0458979,0.023819305,0.023849823,7.18079,6.9370766
10510,2013-04-07 00:42:00,D,0.32854536,0.0,False,,0.0,,,,,,,,,,,49.812881301126644,40.187118698873356,0.0,False,0.0,-0.8801128,0.02840072,0.015146084,0.01696188,5.7150464,4.9631143
18491,2013-04-07 12:54:00,N,0.37406248,0.0,False,,0.0,,,,,,,,,,,116.05408273054651,-26.054082730546508,0.0,False,0.0,-0.9630626,0.004583478,0.0064934343,0.0025235415,5.3585653,3.2731063
2498,2013-04-07 14:30:00,N,0.12119151,0.0,False,,0.0,,,,,,,,,,,106.93765166041207,-16.93765166041207,0.0,False,0.0,-0.97288847,0.0040555,0.0041127726,0.0037980601,3.5243483,3.4040506
14686,2013-04-07 22:42:00,D,0.00039993017,0.0,False,,0.0,,,,,,,,,,,46.69260158636012,43.30739841363988,0.0,False,0.0,-0.78277206,0.05586624,0.040128037,0.04006128,3.6947527,3.6498961
1118,2013-04-08 00:24:00,D,0.0019246,0.0,False,,0.0,,,,,,,,,,,48.294178493890556,41.705821506109444,0.0,False,0.0,-0.78140277,0.09945661,0.04659491,0.04030829,4.481559,4.107271
19022,2013-04-08 12:36:00,N,0.0037735116,0.0,False,,0.0,,,,,,,,,,,116.82222629517365,-26.82222629517365,0.0,False,0.0,-0.97381747,0.0026468039,0.0029280558,0.0027830973,3.6490777,3.4762278
10785,2013-04-08 14:12:00,N,0.004677227,0.0,False,,0.0,,,,,,,,,,,108.60898699748314,-18.60898699748314,0.0,False,0.0,-0.9729059,0.0030687451,0.0026056916,0.0021311566,3.0949588,2.6963542
4141,2013-04-08 22:24:00,D,0.0016074631,0.0,False,,0.0,,,,,,,,,,,46.97431615377188,43.02568384622812,0.0,False,0.0,-0.7981452,0.038414955,0.030391201,0.030117959,2.8415153,3.6470604
4850,2013-04-09 00:00:00,D,0.0032483963,0.0,False,,0.0,,,,,,,,,,,46.75471191157763,43.24528808842237,0.0,False,0.0,-0.8631678,0.04567617,0.048605047,0.024826929,3.8439114,3.189718
15538,2013-04-09 12:12:00,N,0.00057090336,0.0,False,,0.0,,,,,,,,,,,117.64445983538542,-27.64445983538542,0.0,False,0.0,-0.97340673,0.003696084,0.004325874,0.00344228,3.276851,3.0753078
14427,2013-04-09 13:54:00,N,0.002127974,0.0,False,,0.0,,,,,,,,,,,110.14083450377692,-20.14083450377692,0.0,False,0.0,-0.96987545,0.0031836033,0.005041726,0.0028903931,3.2336192,3.320242
17291,2013-04-09 22:06:00,D,0.0063491636,0.0,False,,0.0,,,,,,,,,,,47.52628423116812,42.47371576883188,0.0,False,0.0,-0.7861109,0.047430694,0.07573845,0.044290848,3.9100292,5.057104
18040,2013-04-09 23:42:00,D,0.009805078,0.0,False,,0.0,,,,,,,,,,,45.81269222124947,44.18730777875053,0.0,False,0.0,-0.79173154,0.059648037,0.08037168,0.036403477,4.342474,3.4571888
6310,2013-04-10 11:54:00,N,0.28754938,0.0,False,,0.0,,,,,,,,,,,117.91029762807148,-27.910297628071483,0.0,False,0.0,-0.97047186,0.0032923222,0.00510104,0.0029015243,4.1646056,3.104099
14163,2013-04-10 13:36:00,N,0.00018812742,0.0,False,,0.0,,,,,,,,,,,111.51924693300825,-21.51924693300824,0.0,False,0.0,-0.96833456,0.002622664,0.0030611306,0.0018059313,3.0996358,2.4776127
9238,2013-04-10 23:24:00,D,0.06887761,0.0,False,,0.0,,,,,,,,,,,45.14459726758467,44.85540273241533,0.0,False,0.0,-0.82445604,0.07739943,0.057145275,0.042344674,5.5581965,4.3018193
12914,2013-04-11 01:06:00,D,0.03327378,0.0,False,,0.0,,,,,,,,,,,50.43619070440367,39.56380929559633,0.0,False,0.0,-0.8588492,0.059241593,0.035860732,0.03449975,4.927603,4.3558865
18478,2013-04-11 13:18:00,N,0.018310854,0.0,False,,0.0,,,,,,,,,,,112.73066635967463,-22.73066635967463,0.0,False,0.0,-0.9700023,0.0024456382,0.0030926093,0.0017032102,3.7808638,2.6195157
7277,2013-04-11 15:00:00,N,0.004251411,0.0,False,,0.0,,,,,,,,,,,101.86926795189544,-11.86926795189544,0.0,False,0.0,-0.9762359,0.0030731559,0.0033561736,0.0032989532,3.6630206,3.6850133
12450,2013-04-11 23:06:00,D,0.001039321,0.0,False,,0.0,,,,,,,,,,,44.76125631551229,45.23874368448771,0.0,False,0.0,-0.82567185,0.055010617,0.05593867,0.04484553,3.6034012,4.1670856
6736,2013-04-12 00:48:00,D,0.0005524113,0.0,False,,0.0,,,,,,,,,,,48.59899959126447,41.40100040873553,0.0,False,0.0,-0.81467485,0.058277547,0.03980218,0.03167384,3.2108817,3.1002784
16829,2013-04-12 13:00:00,N,0.0011830535,0.0,False,,0.0,,,,,,,,,,,113.76224007530541,-23.762240075305407,0.0,False,0.0,-0.96982396,0.0029515624,0.0045415983,0.002502963,3.6157594,3.3699918
9955,2013-04-12 14:36:00,N,0.2620043,0.0,False,,0.0,,,,,,,,,,,104.44934544388472,-14.449345443884722,0.0,False,0.0,-0.97356147,0.004404843,0.003609471,0.003800206,3.511759,3.900827
8804,2013-04-12 22:48:00,D,0.00041537703,0.0,False,,0.0,,,,,,,,,,,44.66801740315245,45.33198259684755,0.0,False,0.0,-0.7905435,0.05125338,0.037634544,0.028419778,3.385208,2.8130581
17693,2013-04-13 00:30:00,D,0.0034537793,0.0,False,,0.0,,,,,,,,,,,46.9689134741384,43.0310865258616,0.0,False,0.0,-0.7925716,0.044664204,0.029200837,0.026973188,3.4194977,2.9205453
6553,2013-04-13 12:42:00,N,0.0007090561,0.0,False,,0.0,,,,,,,,,,,114.6021894186769,-24.602189418676897,0.0,False,0.0,-0.9719951,0.004262209,0.002265051,0.0022345334,3.472979,3.4382393
3040,2013-04-13 14:18:00,N,3.210555e-05,0.0,False,,0.0,,,,,,,,,,,106.15861565160604,-16.158615651606045,0.0,False,0.0,-0.97221375,0.0055549145,0.0037056357,0.0039345175,3.5460522,3.7542138
16906,2013-04-13 22:30:00,D,0.065322295,0.0,False,,0.0,,,,,,,,,,,44.864159945547705,45.135840054452295,0.0,False,0.0,-0.77904135,0.060518205,0.09513643,0.05036714,5.7525506,4.071981
6509,2013-04-14 00:12:00,D,0.8511173,5.0,True,1218959.014462687,4.0,1034085.0413455314,274.69598388671875,288.1799011230469,293.56060791015625,13.483917236328125,269.1182861328125,272.7795715332031,19.061614990234375,1254099.7891566216,0.3686969080018997,45.56883739240709,44.43116260759291,0.0,False,0.0,-0.84515566,0.10600096,0.04460123,0.04907015,5.7592125,6.110197
3795,2013-04-14 12:18:00,N,3.84815e-05,0.0,False,,0.0,,,,,,,,,,,115.52757247573419,-25.527572475734196,0.0,False,0.0,-0.9776882,0.0058323145,0.006400235,0.0066825226,3.7125485,3.794646
10127,2013-04-14 14:00:00,N,1.1029133e-05,0.0,False,,0.0,,,,,,,,,,,107.7340175666897,-17.734017566689705,0.0,False,0.0,-0.98177385,0.004310131,0.0038586408,0.0038586408,2.8765576,2.816102
8277,2013-04-14 22:12:00,D,0.028969975,0.0,False,,0.0,,,,,,,,,,,45.34286741390639,44.65713258609361,0.0,False,0.0,-0.8964135,0.02896732,0.017793454,0.013856687,4.589375,4.3874006
2504,2013-04-14 23:48:00,D,0.0058103697,0.0,False,,0.0,,,,,,,,,,,44.212710162890225,45.787289837109775,0.0,False,0.0,-0.9089528,0.02863878,0.015362784,0.0147295445,3.6215754,4.386443
15941,2013-04-15 12:00:00,N,0.010989973,0.0,False,,0.0,,,,,,,,,,,115.88245373708243,-25.882453737082425,0.0,False,0.0,-0.96417123,0.0035539865,0.0024934188,0.0021914244,3.1461654,2.7423282
2807,2013-04-15 13:42:00,N,0.0057998337,0.0,False,,0.0,,,,,,,,,,,109.16213669760579,-19.162136697605792,0.0,False,0.0,-0.96094984,0.0023628473,0.002252251,0.0020309985,3.78003,3.4580524
13234,2013-04-15 23:30:00,D,0.011459132,0.0,False,,0.0,,,,,,,,,,,43.43118967277361,46.56881032722639,0.0,False,0.0,-0.9185263,0.031614006,0.011804193,0.010892481,5.6697907,5.6793613
13757,2013-04-16 01:12:00,D,3.5755456e-05,0.0,False,,0.0,,,,,,,,,,,49.43726187791096,40.56273812208904,0.0,False,0.0,-0.8011301,0.026253998,0.0131877735,0.005731292,2.9013536,2.401723
2312,2013-04-16 13:24:00,N,4.1859254e-05,0.0,False,,0.0,,,,,,,,,,,110.42987444907352,-20.42987444907352,0.0,False,0.0,-0.9728103,0.004834652,0.0026719496,0.0026558265,2.838282,2.935369
14506,2013-04-16 15:06:00,N,2.3711062e-05,0.0,False,,0.0,,,,,,,,,,,99.40922249683267,-9.409222496832669,0.0,False,0.0,-0.98796755,0.004952371,0.0051554292,0.00539957,3.2128808,3.350534
10844,2013-04-16 23:12:00,D,9.526642e-05,0.0,False,,0.0,,,,,,,,,,,42.940136637490134,47.059863362509866,0.0,False,0.0,-0.8175057,0.02892983,0.011378929,0.009224884,3.3398077,3.1877127
13278,2013-04-17 00:54:00,D,0.0010403405,0.0,False,,0.0,,,,,,,,,,,47.499339134892416,42.500660865107584,0.0,False,0.0,-0.7731155,0.09340215,0.042995237,0.036113523,4.029508,3.9331434
19219,2013-04-17 13:06:00,N,0.00020612602,0.0,False,,0.0,,,,,,,,,,,111.52471791453343,-21.524717914533422,0.0,False,0.0,-0.9661569,0.0038354993,0.0025500357,0.0024813712,2.837172,3.0256615
18078,2013-04-17 14:42:00,N,0.21648543,0.0,False,,0.0,,,,,,,,,,,102.02907730300082,-12.029077303000813,0.0,False,0.0,-0.97974193,0.0054112673,0.0035381466,0.0035303757,2.7422185,2.7456605
11310,2013-04-17 22:54:00,D,0.00049371907,0.0,False,,0.0,,,,,,,,,,,42.74775752932755,47.25224247067245,0.0,False,0.0,-0.94027686,0.006251633,0.0050209314,0.004006207,3.2167463,3.1037552
14000,2013-04-18 00:36:00,D,3.5971567e-05,0.0,False,,0.0,,,,,,,,,,,45.76188244401374,44.23811755598626,0.0,False,0.0,-0.94078827,0.008857727,0.003528431,0.0039743707,3.4110606,3.6608188
13866,2013-04-18 12:48:00,N,0.061137825,0.0,False,,0.0,,,,,,,,,,,112.43506601768023,-22.43506601768023,0.0,False,0.0,-0.9578815,0.004603386,0.0043606907,0.002965808,3.5545983,3.1177995
7595,2013-04-18 14:24:00,N,0.018872634,0.0,False,,0.0,,,,,,,,,,,103.77752035315945,-13.777520353159451,0.0,False,0.0,-0.96793216,0.005555749,0.0035976693,0.0032384098,2.9049397,2.882928
10752,2013-04-18 22:36:00,D,0.0063951667,0.0,False,,0.0,,,,,,,,,,,42.85570183897043,47.14429816102957,0.0,False,0.0,-0.90266275,0.032289743,0.015531793,0.014715448,3.7897892,3.4325943
18345,2013-04-19 00:18:00,D,0.103196084,0.0,False,,0.0,,,,,,,,,,,44.24953854289494,45.75046145710506,0.0,False,0.0,-0.8904126,0.030790985,0.020698898,0.019737594,6.560945,6.229609
3591,2013-04-19 12:24:00,N,0.029493444,0.0,False,,0.0,,,,,,,,,,,113.45999737434317,-23.459997374343175,0.0,False,0.0,-0.96300334,0.0037736297,0.0033436567,0.0022502765,3.6132154,3.022636
10815,2013-04-19 14:06:00,N,0.33666834,0.0,False,,0.0,,,,,,,,,,,105.39729886105432,-15.39729886105433,0.0,False,0.0,-0.9642694,0.0031453967,0.0038983524,0.0023682415,4.3786063,3.1534088
16315,2013-04-19 22:18:00,D,0.004224348,0.0,False,,0.0,,,,,,,,,,,43.258778622649565,46.741221377350435,0.0,False,0.0,-0.83622307,0.023719788,0.030572422,0.026666172,5.4087744,4.501799
15258,2013-04-19 23:54:00,D,0.00681452,0.0,False,,0.0,,,,,,,,,,,42.7346503963103,47.2653496036897,0.0,False,0.0,-0.8591093,0.037619233,0.022430077,0.021545067,3.6378431,3.3609593
3809,2013-04-20 12:06:00,N,0.0547684,0.0,False,,0.0,,,,,,,,,,,113.90145128342132,-23.901451283421316,0.0,False,0.0,-0.9597036,0.0066099763,0.0038668811,0.0036328807,3.67531,3.3531964
8606,2013-04-20 13:48:00,N,0.7982875,2.0,True,103645.48479724466,2.0,103645.48479724466,268.5391845703125,272.2996826171875,272.44293212890625,3.760498046875,268.35723876953125,268.3936462402344,3.94244384765625,101816.50791753798,0.2643138017264604,106.87547986349202,-16.875479863492025,1.0,True,47003.98029213086,-0.9584142,0.00621593,0.0057167932,0.0051217005,5.4386044,5.2744956
6670,2013-04-20 23:36:00,D,0.0013095136,0.0,False,,0.0,,,,,,,,,,,41.83937310556712,48.16062689443288,1.0,True,236440.36641221523,-0.8455802,0.08850181,0.03930255,0.04294177,6.2700386,6.368052
4374,2013-04-21 01:18:00,D,0.021708325,0.0,False,,0.0,,,,,,,,,,,48.55242111621957,41.44757888378043,0.0,False,0.0,-0.801589,0.09579986,0.030937716,0.038076915,2.7494555,3.494123
18567,2013-04-21 11:48:00,N,0.00070609985,0.0,False,,0.0,,,,,,,,,,,114.13040605458932,-24.13040605458931,0.0,False,0.0,-0.96634805,0.0040746927,0.0047446117,0.0034677759,3.396111,4.17383
17043,2013-04-21 13:30:00,N,0.12833652,0.0,False,,0.0,,,,,,,,,,,108.19938055295748,-18.199380552957475,0.0,False,0.0,-0.96370566,0.0028906465,0.004333794,0.0021067858,3.7175426,2.9175215
1050,2013-04-21 23:18:00,D,0.0027448412,0.0,False,,0.0,,,,,,,,,,,41.239221458671025,48.760778541328975,0.0,False,0.0,-0.79673946,0.05836308,0.054914474,0.0633055,3.33282,4.7762628
176,2013-04-22 01:00:00,D,0.001760397,0.0,False,,0.0,,,,,,,,,,,46.51986951734508,43.48013048265492,0.0,False,0.0,-0.7719554,0.06027168,0.044648476,0.04216727,3.1534595,3.9662888
19271,2013-04-22 13:12:00,N,0.7595899,4.0,True,250396.45545546053,4.0,250396.45545546053,267.7719421386719,273.5722351074219,274.74639892578125,5.80029296875,271.67974853515625,273.2110595703125,1.892486572265625,316984.9133322072,0.44634787881398197,109.3568090417822,-19.356809041782203,0.0,False,0.0,-0.9570177,0.0036805272,0.0053410605,0.0029300153,4.0740566,2.842786
12984,2013-04-22 14:48:00,N,0.69785815,3.0,True,152321.24676406727,3.0,152321.24676406727,267.4018859863281,272.0068054199219,272.0068054199219,4.60491943359375,269.4261474609375,269.4261474609375,2.580657958984375,181152.76784821317,0.41292299999999993,99.69118636614914,-9.691186366149134,0.0,False,0.0,-0.96009195,0.0050246716,0.0043246374,0.0040289015,3.3510146,3.6184886
4476,2013-04-22 23:00:00,D,0.66257244,4.0,True,2001870.6932818186,4.0,2001870.6932818186,280.7044982910156,299.7088623046875,303.5459899902344,19.004364013671875,266.948486328125,267.998291015625,32.7603759765625,2410462.7127401554,0.42916687370014184,40.9456087017251,49.0543912982749,0.0,False,0.0,-0.79599833,0.08698851,0.078138016,0.045479566,5.0877905,3.4649074
