,image_time,DNflag,unet_prob,simple_numhot,unet_class,simple_radiance,hyst_numhot,hyst_radiance,background_bt,hotspot_mean_bt,hotspot_max_bt,bt_hotspot_minus_bg,hotspot_TIR_mean_bt,hotspot_TIR_max_bt,MIR_minus_TIR_bt,improved_radiance,hotspot_area_bg_corrected,solar_za,solar_aa,mirova_numhot,mirova_class,mirova_radiance,max_nti,max_eti,max_dnti,max_deti,max_dnti_z,max_deti_z
18087,2018-11-20 23:36:00,D,0.003317021,0.0,False,,0.0,,,,,,,,,,,73.63928075840057,16.36071924159943,0.0,False,0.0,-0.8949233,0.04662311,0.034694083,0.033909507,4.4250903,4.4461217
5410,2018-11-21 00:30:00,D,0.008879029,0.0,False,,0.0,,,,,,,,,,,75.81754590548081,14.182454094519182,0.0,False,0.0,-0.9167085,0.032952726,0.024062417,0.02390983,3.7907445,3.8984783
10855,2018-11-21 01:18:00,D,0.010996585,0.0,False,,0.0,,,,,,,,,,,79.13105594073524,10.86894405926476,0.0,False,0.0,-0.92646,0.027916193,0.019231007,0.01789172,5.1011095,5.0350895
6546,2018-11-21 11:48:00,N,0.00076231896,0.0,False,,0.0,,,,,,,,,,,145.23008442126036,-55.230084421260344,0.0,False,0.0,-0.9621776,0.0060192943,0.0038447082,0.0033243299,3.5866177,3.6755183
18982,2018-11-21 12:42:00,N,0.37101424,0.0,False,,0.0,,,,,,,,,,,141.11287029523876,-51.11287029523876,0.0,False,0.0,-0.95621514,0.0034732819,0.0051893815,0.0030199885,4.591743,3.8232028
8094,2018-11-21 13:30:00,N,0.7316897,2.0,True,101605.82366538674,2.0,101605.82366538674,267.0342102050781,270.5086364746094,272.08673095703125,3.47442626953125,268.7630615234375,270.4591369628906,1.745574951171875,87908.53767799973,0.18488846051347255,135.7757399872233,-45.77573998722328,0.0,False,0.0,-0.95455176,0.0032585263,0.0064586625,0.0031078234,5.4923353,5.0208464
10131,2018-11-21 14:18:00,N,0.1399192,0.0,False,,0.0,,,,,,,,,,,129.45896247674204,-39.45896247674205,0.0,False,0.0,-0.95772713,0.003585577,0.004544027,0.00329794,3.7808478,3.4820037
9938,2018-11-21 22:30:00,D,0.016729893,0.0,False,,0.0,,,,,,,,,,,73.65877924093367,16.341220759066335,0.0,False,0.0,-0.94719625,0.0062668324,0.0072734877,0.004676342,3.514998,3.142972
13781,2018-11-21 23:18:00,D,0.03833271,0.0,False,,0.0,,,,,,,,,,,73.52526270303825,16.474737296961745,0.0,False,0.0,-0.90902233,0.031684577,0.017449073,0.025514714,3.2301412,4.367831
8140,2018-11-22 00:12:00,D,0.08457558,0.0,False,,0.0,,,,,,,,,,,75.10153546724109,14.898464532758911,0.0,False,0.0,-0.9371718,0.017723203,0.009113625,0.009581402,3.8426964,4.081008
14879,2018-11-22 01:00:00,D,0.0027187748,0.0,False,,0.0,,,,,,,,,,,77.93741122761017,12.062588772389834,0.0,False,0.0,-0.9274629,0.024670064,0.012587175,0.015344128,4.6282516,5.344924
15757,2018-11-22 12:24:00,N,0.005306236,0.0,False,,0.0,,,,,,,,,,,142.97174042880357,-52.97174042880358,0.0,False,0.0,-0.9769718,0.0070827007,0.00664293,0.0074878857,3.5990272,4.0787864
5497,2018-11-22 13:12:00,N,0.00037469718,0.0,False,,0.0,,,,,,,,,,,138.13772527014584,-48.13772527014583,0.0,False,0.0,-0.9627282,0.006142497,0.004600346,0.0025504008,3.8987465,2.9367886
14055,2018-11-22 14:00:00,N,6.722671e-05,0.0,False,,0.0,,,,,,,,,,,132.12385298897632,-42.12385298897632,0.0,False,0.0,-0.971363,0.00461334,0.0033520386,0.0035465881,3.1852677,3.4099727
1444,2018-11-22 14:54:00,N,0.0001025395,0.0,False,,0.0,,,,,,,,,,,124.54916295414841,-34.54916295414842,0.0,False,0.0,-0.9784788,0.004853785,0.0045844764,0.0049068183,3.5751688,3.7859006
7337,2018-11-22 22:12:00,D,0.0055483175,0.0,False,,0.0,,,,,,,,,,,74.30188936261456,15.698110637385446,0.0,False,0.0,-0.87722874,0.023126423,0.008790098,0.015280195,3.5523775,4.9690228
10403,2018-11-22 23:00:00,D,0.052613925,0.0,False,,0.0,,,,,,,,,,,73.61657720959946,16.38342279040055,0.0,False,0.0,-0.87917244,0.023270428,0.014990911,0.014517888,4.4434795,5.773512
2831,2018-11-22 23:54:00,D,0.00013279488,0.0,False,,0.0,,,,,,,,,,,74.57859740136469,15.421402598635305,0.0,False,0.0,-0.93531096,0.022326827,0.0031066164,0.0030222163,3.0395522,2.940231
4187,2018-11-23 00:42:00,D,0.0026253301,0.0,False,,0.0,,,,,,,,,,,76.91368625310938,13.086313746890625,0.0,False,0.0,-0.8697294,0.03303522,0.024901427,0.013529219,5.3912487,3.7468514
19354,2018-11-23 12:00:00,N,0.0084387055,0.0,False,,0.0,,,,,,,,,,,144.9751954218138,-54.97519542181381,0.0,False,0.0,-0.9721172,0.008403599,0.007947728,0.008096501,4.1340833,4.9635324
7535,2018-11-23 12:54:00,N,3.7007098e-06,0.0,False,,0.0,,,,,,,,,,,140.33583040921766,-50.33583040921767,0.0,False,0.0,-0.9906127,0.0031617284,0.003061466,0.0030767247,2.9781575,2.9784372
1743,2018-11-23 13:42:00,N,3.6373058e-06,0.0,False,,0.0,,,,,,,,,,,134.69328819246508,-44.693288192465076,0.0,False,0.0,-0.99033195,0.0031830668,0.0032225102,0.0032415837,2.7267184,2.7533016
13528,2018-11-23 14:30:00,N,0.00040233234,0.0,False,,0.0,,,,,,,,,,,128.19430172549542,-38.194301725495414,0.0,False,0.0,-0.9886244,0.0048448443,0.005609907,0.005674757,3.0827506,3.1184323
1162,2018-11-23 22:42:00,D,0.0015163776,0.0,False,,0.0,,,,,,,,,,,73.91313719317223,16.08686280682777,0.0,False,0.0,-0.9071892,0.036383808,0.026566923,0.026116788,3.356624,3.5451188
12204,2018-11-23 23:30:00,D,0.0006087404,0.0,False,,0.0,,,,,,,,,,,74.12639618962754,15.873603810372462,0.0,False,0.0,-0.9231144,0.028656363,0.014184587,0.013733931,3.8663538,3.9373589
11932,2018-11-24 00:24:00,D,0.0063358513,0.0,False,,0.0,,,,,,,,,,,76.06950389999977,13.930496100000228,0.0,False,0.0,-0.9316393,0.03151071,0.014474109,0.015603736,5.628267,5.753015
1834,2018-11-24 01:12:00,D,0.0011301173,0.0,False,,0.0,,,,,,,,,,,79.18838513353374,10.811614866466257,0.0,False,0.0,-0.95058,0.022350907,0.0067698434,0.006316848,4.08739,4.5097923
7743,2018-11-24 12:36:00,N,9.200259e-05,0.0,False,,0.0,,,,,,,,,,,142.33718170396355,-52.33718170396354,0.0,False,0.0,-0.96593404,0.0038875937,0.002686046,0.0023835078,2.9705913,2.6890876
14510,2018-11-24 13:24:00,N,0.03718985,0.0,False,,0.0,,,,,,,,,,,137.14414789686782,-47.14414789686783,0.0,False,0.0,-0.9652107,0.0029742718,0.0023653805,0.0026578382,2.8621044,3.6419315
2252,2018-11-24 14:12:00,N,1.7374878e-05,0.0,False,,0.0,,,,,,,,,,,130.9071606562707,-40.90716065627068,0.0,False,0.0,-0.97871363,0.002382815,0.0024074018,0.0022951066,3.1086307,2.9702854
2319,2018-11-24 15:06:00,N,0.000112724905,0.0,False,,0.0,,,,,,,,,,,123.20200376301179,-33.20200376301179,0.0,False,0.0,-0.97593534,0.0054015517,0.004903622,0.005137272,3.5710263,3.8888469
12694,2018-11-24 22:24:00,D,0.008284724,0.0,False,,0.0,,,,,,,,,,,74.41286286115434,15.587137138845664,0.0,False,0.0,-0.86974734,0.025041401,0.01981052,0.013558783,3.9349692,3.7929757
3561,2018-11-24 23:12:00,D,0.013816515,0.0,False,,0.0,,,,,,,,,,,74.0739300915181,15.926069908481914,0.0,False,0.0,-0.8659399,0.062309444,0.023296714,0.021799557,3.2355196,3.167477
9025,2018-11-25 00:06:00,D,0.02567289,0.0,False,,0.0,,,,,,,,,,,75.41300233867743,14.586997661322574,1.0,True,236677.19059099228,-0.8989131,0.046643555,0.034634165,0.033203654,7.0155983,6.775598
1066,2018-11-25 00:54:00,D,0.0070651025,0.0,False,,0.0,,,,,,,,,,,78.04703491001523,11.952965089984776,0.0,False,0.0,-0.8907314,0.033375204,0.011145771,0.011882961,2.8942075,3.2244856
6346,2018-11-25 12:12:00,N,0.010037014,0.0,False,,0.0,,,,,,,,,,,144.56768584536334,-54.56768584536334,0.0,False,0.0,-0.96029186,0.0032595992,0.0046891496,0.0029980764,4.0523567,3.232706
6306,2018-11-25 13:06:00,N,0.009055259,0.0,False,,0.0,,,,,,,,,,,139.44954506251682,-49.44954506251681,0.0,False,0.0,-0.95767045,0.0022060275,0.0062417835,0.0020100176,5.5808854,3.0841405
3738,2018-11-25 13:54:00,N,0.00019031744,0.0,False,,0.0,,,,,,,,,,,133.5378797320874,-43.537879732087376,0.0,False,0.0,-0.9631067,0.002097547,0.0036204308,0.0022938699,3.8207266,3.4920065
2856,2018-11-25 14:48:00,N,0.023653446,0.0,False,,0.0,,,,,,,,,,,126.02025251268036,-36.02025251268036,0.0,False,0.0,-0.96518123,0.0031327605,0.0029736906,0.002666235,2.6806607,2.5572767
4385,2018-11-25 22:54:00,D,0.0032524772,0.0,False,,0.0,,,,,,,,,,,74.22613573452995,15.773864265470058,0.0,False,0.0,-0.8529485,0.059238434,0.03626685,0.03156285,3.0450444,3.115368
9972,2018-11-25 23:42:00,D,0.0070106387,0.0,False,,0.0,,,,,,,,,,,74.78072318947288,15.219276810527116,0.0,False,0.0,-0.8776862,0.06156093,0.019967474,0.021298572,3.4676218,4.02782
12695,2018-11-26 00:36:00,D,0.021876613,0.0,False,,0.0,,,,,,,,,,,77.07852262344387,12.92147737655612,0.0,False,0.0,-0.9167206,0.023586988,0.012739964,0.011674486,2.9192307,2.670166
7953,2018-11-26 11:54:00,N,0.0029564379,0.0,False,,0.0,,,,,,,,,,,145.96673739871915,-55.96673739871915,0.0,False,0.0,-0.9718141,0.0035957098,0.0034924224,0.002695717,3.5254047,2.9230628
12561,2018-11-26 12:48:00,N,0.05927733,0.0,False,,0.0,,,,,,,,,,,141.57850819662062,-51.57850819662062,0.0,False,0.0,-0.9711982,0.0020843148,0.003614843,0.0022004992,4.2810907,2.9205573
10081,2018-11-26 13:36:00,N,0.57594246,2.0,True,34733.02740309834,4.0,154183.9210321793,258.6030578613281,264.9993896484375,266.9445495605469,6.396331787109375,261.15582275390625,263.1095275878906,3.84356689453125,234191.65699640304,0.4064399683942794,136.06518974387006,-46.06518974387008,0.0,False,0.0,-0.9657317,0.0037071109,0.005505495,0.0020091683,4.7718434,2.8090131
7187,2018-11-26 14:30:00,N,0.0033317064,0.0,False,,0.0,,,,,,,,,,,128.79045429663248,-38.79045429663247,0.0,False,0.0,-0.97465616,0.0032203197,0.0029035807,0.0027338266,2.9941165,2.8227038
11936,2018-11-26 22:36:00,D,0.0017995163,0.0,False,,0.0,,,,,,,,,,,74.58234888276633,15.417651117233675,0.0,False,0.0,-0.87759435,0.051455736,0.024652362,0.024221301,3.059023,3.0631483
5138,2018-11-26 23:24:00,D,0.009061117,0.0,False,,0.0,,,,,,,,,,,74.58616695851236,15.413833041487639,0.0,False,0.0,-0.86694854,0.05913973,0.031057432,0.023885801,4.6682444,3.9797125
19470,2018-11-27 00:18:00,D,0.05547886,0.0,False,,0.0,,,,,,,,,,,76.29197767541908,13.708022324580925,0.0,False,0.0,-0.95279926,0.011708796,0.004121095,0.0042329133,3.1372306,3.3864782
11332,2018-11-27 01:06:00,D,0.0020979834,0.0,False,,0.0,,,,,,,,,,,79.21331873909887,10.786681260901126,0.0,False,0.0,-0.96116036,0.006997943,0.00579641,0.0044860616,3.1291058,2.7202947
1779,2018-11-27 12:30:00,N,0.00010528735,0.0,False,,0.0,,,,,,,,,,,143.49600867402083,-53.49600867402083,0.0,False,0.0,-0.98121995,0.004501283,0.004006751,0.0041250065,3.1395633,3.2463992
16788,2018-11-27 13:18:00,N,0.005297759,0.0,False,,0.0,,,,,,,,,,,138.46425270870205,-48.46425270870204,0.0,False,0.0,-0.9601835,0.009437025,0.008598208,0.0071538687,4.7896566,4.9692883
12158,2018-11-27 14:06:00,N,0.0030940264,0.0,False,,0.0,,,,,,,,,,,132.3176903425267,-42.317690342526696,0.0,False,0.0,-0.9691634,0.004252076,0.0037322044,0.0025264323,3.7201436,3.2402716
8299,2018-11-27 15:00:00,N,0.03527107,0.0,False,,0.0,,,,,,,,,,,124.66089460368607,-34.660894603686074,0.0,False,0.0,-0.97056323,0.0051820874,0.0037731677,0.0034028292,3.2560942,3.484049
15011,2018-11-27 22:18:00,D,0.019787116,0.0,False,,0.0,,,,,,,,,,,75.14030874361195,14.859691256388041,0.0,False,0.0,-0.8314589,0.08035189,0.06510828,0.0572891,4.302421,4.504862
13318,2018-11-27 23:06:00,D,0.019819595,0.0,False,,0.0,,,,,,,,,,,74.59509401575757,15.404905984242431,0.0,False,0.0,-0.877893,0.056982517,0.051184736,0.045270048,3.6918929,3.4807322
9607,2018-11-28 00:00:00,D,0.002262966,0.0,False,,0.0,,,,,,,,,,,75.6950806136625,14.30491938633751,0.0,False,0.0,-0.9338953,0.019981861,0.01467187,0.015152998,2.970195,2.980444
16663,2018-11-28 00:48:00,D,0.0022857366,0.0,False,,0.0,,,,,,,,,,,78.12490504296889,11.875094957031106,0.0,False,0.0,-0.9158334,0.03460604,0.014743924,0.016384244,3.430125,3.7935681
13210,2018-11-28 12:06:00,N,0.00732394,0.0,False,,0.0,,,,,,,,,,,145.59406178703574,-55.59406178703574,0.0,False,0.0,-0.9717902,0.02095884,0.013669647,0.012741722,5.3155003,4.7680984
7155,2018-11-28 13:00:00,N,0.00022726382,0.0,False,,0.0,,,,,,,,,,,140.70619058677244,-50.70619058677244,0.0,False,0.0,-0.972211,0.0045976043,0.0050884485,0.0030088946,3.783313,3.068365
18969,2018-11-28 13:48:00,N,0.03775808,0.0,False,,0.0,,,,,,,,,,,134.9098700759516,-44.909870075951595,0.0,False,0.0,-0.9725762,0.003477931,0.0028175265,0.002458416,2.6256702,2.6270425
19685,2018-11-28 14:36:00,N,2.9219193e-05,0.0,False,,0.0,,,,,,,,,,,128.31710852677224,-38.317108526772245,0.0,False,0.0,-0.9837608,0.003879428,0.0040403754,0.004393719,3.0684144,3.3347576
18392,2018-11-28 22:48:00,D,0.023537558,0.0,False,,0.0,,,,,,,,,,,74.808096880119,15.191903119881,0.0,False,0.0,-0.87010455,0.09128308,0.039986596,0.03922461,4.8453445,4.962259
15876,2018-11-28 23:36:00,D,0.0055218902,0.0,False,,0.0,,,,,,,,,,,75.15047548019152,14.849524519808478,0.0,False,0.0,-0.9033745,0.043479145,0.049701065,0.04660353,4.8939757,4.846113
7635,2018-11-29 00:30:00,D,0.0028580776,0.0,False,,0.0,,,,,,,,,,,77.2121390528559,12.7878609471441,0.0,False,0.0,-0.92576396,0.032297254,0.017510965,0.01685255,3.1822436,3.0989904
13570,2018-11-29 01:18:00,D,0.007998114,0.0,False,,0.0,,,,,,,,,,,80.40832692873701,9.591673071262987,0.0,False,0.0,-0.9348952,0.026927292,0.015655644,0.015510686,3.3971379,3.2653532
9444,2018-11-29 11:48:00,N,6.424333e-05,0.0,False,,0.0,,,,,,,,,,,146.86917955790167,-56.86917955790167,0.0,False,0.0,-0.9819044,0.004912019,0.005046487,0.0041309595,2.9768658,2.5354595
16245,2018-11-29 12:42:00,N,0.030022278,0.0,False,,0.0,,,,,,,,,,,142.75784963985004,-52.75784963985004,0.0,False,0.0,-0.9682387,0.0042361617,0.003512241,0.0032142028,3.2636702,3.4530652
5253,2018-11-29 13:30:00,N,0.0001354944,0.0,False,,0.0,,,,,,,,,,,137.38972734847562,-47.38972734847563,0.0,False,0.0,-0.9649453,0.004831612,0.0025978833,0.001931265,3.0083218,2.752001
12945,2018-11-29 14:18:00,N,0.00015175733,0.0,False,,0.0,,,,,,,,,,,131.04012053374873,-41.040120533748734,0.0,False,0.0,-0.97147274,0.004265785,0.003030166,0.0030406564,2.6374323,2.692721
7144,2018-11-29 22:30:00,D,0.004017576,0.0,False,,0.0,,,,,,,,,,,75.22387098546518,14.776129014534812,0.0,False,0.0,-0.907206,0.04781109,0.020941041,0.020887636,5.818604,6.314129
11597,2018-11-29 23:18:00,D,0.0009731974,0.0,False,,0.0,,,,,,,,,,,75.0174165649705,14.982583435029495,0.0,False,0.0,-0.93340325,0.018356085,0.0139030665,0.012491003,4.7672253,5.1322904
17475,2018-11-30 00:12:00,D,0.0018260614,0.0,False,,0.0,,,,,,,,,,,76.48364302881339,13.516356971186614,0.0,False,0.0,-0.937751,0.024330914,0.010782011,0.010787733,4.4375806,4.433902
4498,2018-11-30 01:00:00,D,0.00017796925,0.0,False,,0.0,,,,,,,,,,,79.20467854979881,10.795321450201191,0.0,False,0.0,-0.92290884,0.031009614,0.012910709,0.013328418,3.6157188,4.03155
10197,2018-11-30 12:18:00,N,3.1050968e-05,0.0,False,,0.0,,,,,,,,,,,145.07300714582297,-55.07300714582298,0.0,False,0.0,-0.9696887,0.0073384643,0.0041843653,0.0036034882,2.7838662,2.3953419
15148,2018-11-30 13:12:00,N,0.0005011975,0.0,False,,0.0,,,,,,,,,,,139.73054929025488,-49.73054929025489,0.0,False,0.0,-0.96888846,0.004204452,0.0026027337,0.002661854,3.06349,3.0498238
4061,2018-11-30 14:00:00,N,1.933367e-05,0.0,False,,0.0,,,,,,,,,,,133.6864465918189,-43.686446591818914,0.0,False,0.0,-0.9797262,0.004875958,0.0032664388,0.0033293813,2.956178,3.01604
11695,2018-11-30 14:54:00,N,0.0020416647,0.0,False,,0.0,,,,,,,,,,,126.08559693246987,-36.08559693246987,0.0,False,0.0,-0.98635745,0.007172823,0.005645506,0.005645506,2.8273067,2.82325
16998,2018-11-30 22:12:00,D,6.564201e-05,0.0,False,,0.0,,,,,,,,,,,75.83888256267429,14.161117437325707,0.0,False,0.0,-0.91990274,0.015247405,0.008146331,0.006799534,3.7375982,3.2857053
219,2018-11-30 23:00:00,D,0.08696387,0.0,False,,0.0,,,,,,,,,,,75.08762578699636,14.912374213003641,0.0,False,0.0,-0.9328322,0.018339694,0.009860724,0.008563727,2.8852928,3.3380222
13525,2018-11-30 23:48:00,D,3.6387437e-06,0.0,False,,0.0,,,,,,,,,,,75.76307429307631,14.23692570692368,0.0,False,0.0,-0.9750072,0.0033863783,0.0027608275,0.0029134154,3.343363,3.4885628
103,2018-12-01 00:42:00,D,0.004226522,0.0,False,,0.0,,,,,,,,,,,78.16982634336642,11.83017365663358,0.0,False,0.0,-0.88413805,0.050920546,0.0331155,0.028171651,4.2588515,4.524995
15938,2018-12-01 12:00:00,N,0.0010495392,0.0,False,,0.0,,,,,,,,,,,146.5340290055183,-56.53402900551831,0.0,False,0.0,-0.96193904,0.0057936907,0.0065837577,0.0025724396,4.285549,2.6076963
8377,2018-12-01 12:54:00,N,0.6612415,3.0,True,143033.46409997955,3.0,143033.46409997955,270.81005859375,274.8472900390625,275.5909729003906,4.0372314453125,273.1670227050781,273.887451171875,1.680267333984375,181095.5445258446,0.34354967877244946,141.90133708774127,-51.901337087741275,0.0,False,0.0,-0.9556755,0.0028969646,0.003922075,0.0021628514,3.8247206,3.3731728
2803,2018-12-01 13:42:00,N,0.6056933,4.0,True,156577.6625851071,4.0,156577.6625851071,270.5072326660156,274.31488037109375,275.350341796875,3.807647705078125,272.63775634765625,273.760498046875,1.6771240234375,223953.37680986524,0.42354254285788534,136.23509752966334,-46.23509752966332,0.0,False,0.0,-0.95610887,0.0022412539,0.0035862774,0.0019273087,4.37556,3.171488
5155,2018-12-01 14:36:00,N,9.140549e-05,0.0,False,,0.0,,,,,,,,,,,128.85794681091596,-38.85794681091595,0.0,False,0.0,-0.9689078,0.003957391,0.0036861524,0.0035825595,2.6909325,2.7084227
4704,2018-12-01 22:42:00,D,0.00017301862,0.0,False,,0.0,,,,,,,,,,,75.36105875003948,14.63894124996052,0.0,False,0.0,-0.8813051,0.022064328,0.01816608,0.014708243,3.5772827,3.8883367
13238,2018-12-01 23:30:00,D,0.06443112,0.0,False,,0.0,,,,,,,,,,,75.49007931591373,14.509920684086273,2.0,True,131463.00789772914,-0.91751474,0.048351347,0.017747976,0.018896557,11.012046,11.062457
5025,2018-12-02 00:24:00,D,0.0008358947,0.0,False,,0.0,,,,,,,,,,,77.31333172050422,12.686668279495777,0.0,False,0.0,-0.9538092,0.016045153,0.0074603483,0.0070211813,4.5126457,4.519695
13760,2018-12-02 01:12:00,D,0.0010573388,0.0,False,,0.0,,,,,,,,,,,80.3139866483735,9.686013351626496,0.0,False,0.0,-0.9353372,0.028530002,0.01639092,0.012454152,3.6735706,3.253905
15387,2018-12-02 12:36:00,N,0.0007121316,0.0,False,,0.0,,,,,,,,,,,143.86670011575035,-53.86670011575035,0.0,False,0.0,-0.96167415,0.0024542212,0.0037684366,0.0024858266,2.5961525,3.3243647
2316,2018-12-02 13:24:00,N,0.0070086033,0.0,False,,0.0,,,,,,,,,,,138.66147783608073,-48.66147783608074,0.0,False,0.0,-0.9610775,0.0031548738,0.004900247,0.0019751638,3.1480494,2.8065608
14565,2018-12-02 14:12:00,N,0.05474086,0.0,False,,0.0,,,,,,,,,,,132.40237785804567,-42.40237785804568,0.0,False,0.0,-0.9619493,0.00216192,0.0037008077,0.0018953234,2.7125738,2.438896
429,2018-12-02 22:24:00,D,0.08881668,0.0,False,,0.0,,,,,,,,,,,75.83541197280228,14.164588027197722,0.0,False,0.0,-0.87567675,0.06206739,0.04594755,0.04005003,4.08758,3.8548374
10846,2018-12-02 23:12:00,D,0.013369654,0.0,False,,0.0,,,,,,,,,,,75.41848698058095,14.581513019419054,0.0,False,0.0,-0.8594163,0.08467549,0.050185822,0.04014054,4.0227127,3.7674098
16558,2018-12-03 00:06:00,D,0.026814103,0.0,False,,0.0,,,,,,,,,,,76.64329187047326,13.356708129526735,0.0,False,0.0,-0.88809955,0.056602597,0.037156068,0.035693884,4.565784,5.2247834
13282,2018-12-03 00:54:00,D,0.0039400505,0.0,False,,0.0,,,,,,,,,,,79.16143406084252,10.838565939157482,0.0,False,0.0,-0.91890603,0.034218967,0.023552038,0.02189646,3.9558604,3.793704
12321,2018-12-03 12:18:00,N,0.01786595,0.0,False,,0.0,,,,,,,,,,,145.58741259787874,-55.58741259787873,0.0,False,0.0,-0.986904,0.0067483187,0.0054626837,0.0054664984,2.6610255,2.6629748
19224,2018-12-03 13:06:00,N,3.4409693e-06,0.0,False,,0.0,,,,,,,,,,,140.93684265994918,-50.936842659949185,0.0,False,0.0,-0.98512787,0.0033025742,0.0027505904,0.0030519515,2.9097836,3.1630147
10656,2018-12-03 13:54:00,N,1.9360688e-05,0.0,False,,0.0,,,,,,,,,,,135.0087199887146,-45.0087199887146,0.0,False,0.0,-0.98319453,0.004354298,0.0036181584,0.0038317814,3.0146391,3.1852787
18082,2018-12-03 14:42:00,N,0.04338652,0.0,False,,0.0,,,,,,,,,,,128.3384187169827,-38.33841871698268,0.0,False,0.0,-0.98046166,0.00474149,0.0044064,0.0045360997,2.970057,3.0935094
18593,2018-12-03 22:06:00,D,0.0010034427,0.0,False,,0.0,,,,,,,,,,,76.50679224745785,13.493207752542148,0.0,False,0.0,-0.8485312,0.054652274,0.028262861,0.025972098,3.4333255,3.852769
11312,2018-12-03 22:54:00,D,0.007540092,0.0,False,,0.0,,,,,,,,,,,75.54976663152317,14.450233368476823,0.0,False,0.0,-0.8965903,0.053177774,0.033013582,0.033444643,3.6270885,3.6522615
13888,2018-12-03 23:48:00,D,0.035922196,0.0,False,,0.0,,,,,,,,,,,76.16625694468759,13.833743055312413,0.0,False,0.0,-0.9157597,0.0432235,0.02069664,0.02368337,3.780875,4.1111455
11813,2018-12-04 00:36:00,D,0.0006428072,0.0,False,,0.0,,,,,,,,,,,78.18077940547418,11.819220594525817,0.0,False,0.0,-0.94326085,0.01920253,0.012995757,0.01229886,3.447973,3.3350065
6312,2018-12-04 11:54:00,N,0.00059408153,0.0,False,,0.0,,,,,,,,,,,147.3790326888756,-57.37903268887561,0.0,False,0.0,-0.9768888,0.0039963126,0.003939025,0.0038686916,3.483114,3.5224874
11688,2018-12-04 12:48:00,N,7.2190755e-06,0.0,False,,0.0,,,,,,,,,,,143.02797679133488,-53.02797679133487,0.0,False,0.0,-0.97259283,0.0020038486,0.002220519,0.0021107271,3.0950148,2.8734493
14159,2018-12-04 13:36:00,N,6.644069e-06,0.0,False,,0.0,,,,,,,,,,,137.50821064000786,-47.508210640007846,0.0,False,0.0,-0.98919386,0.00343889,0.0035760105,0.0033852756,3.0248659,2.8893092
5433,2018-12-04 14:24:00,N,0.00040265088,0.0,False,,0.0,,,,,,,,,,,131.06428574303226,-41.064285743032244,0.0,False,0.0,-0.9727143,0.004789591,0.0056559294,0.0056673735,3.2595704,3.4509463
13485,2018-12-04 22:36:00,D,0.0027650075,0.0,False,,0.0,,,,,,,,,,,75.88294069791546,14.117059302084542,0.0,False,0.0,-0.81174135,0.02329743,0.02656275,0.013392463,3.2074063,3.5128016
9243,2018-12-04 23:24:00,D,0.058171153,0.0,False,,0.0,,,,,,,,,,,75.79789715878599,14.202102841214016,0.0,False,0.0,-0.93495214,0.027549386,0.0106261,0.013864778,4.753462,5.2650228
16119,2018-12-05 00:18:00,D,0.00018696915,0.0,False,,0.0,,,,,,,,,,,77.38108548952346,12.618914510476543,0.0,False,0.0,-0.93209857,0.028823674,0.0052587464,0.006747432,3.9790711,4.6224623
12919,2018-12-05 01:06:00,D,0.0004310777,0.0,False,,0.0,,,,,,,,,,,80.18351381352699,9.816486186473018,0.0,False,0.0,-0.8774939,0.025524259,0.023302563,0.021807201,5.161949,5.201706
2774,2018-12-05 12:30:00,N,0.00025981033,0.0,False,,0.0,,,,,,,,,,,144.89728345395147,-54.897283453951474,0.0,False,0.0,-0.9600441,0.005699277,0.0033693612,0.0031395555,2.9638255,2.9375384
18475,2018-12-05 13:18:00,N,0.0037787403,0.0,False,,0.0,,,,,,,,,,,139.8743623383241,-49.8743623383241,0.0,False,0.0,-0.9605866,0.0050182343,0.005307317,0.0034851506,4.4822497,4.015045
13618,2018-12-05 14:06:00,N,0.00019028233,0.0,False,,0.0,,,,,,,,,,,133.7181318393786,-43.7181318393786,0.0,False,0.0,-0.9628903,0.0047834516,0.004432194,0.0020836517,3.5096755,2.479297
7282,2018-12-05 15:00:00,N,0.00043933137,0.0,False,,0.0,,,,,,,,,,,126.04963940158433,-36.049639401584336,0.0,False,0.0,-0.9646096,0.007676542,0.0060676783,0.0039551333,3.4127777,2.856667
19058,2018-12-05 22:18:00,D,0.005461233,0.0,False,,0.0,,,,,,,,,,,76.41547517957572,13.58452482042428,0.0,False,0.0,-0.9106121,0.03775215,0.023306325,0.02185674,4.350307,4.091334
12453,2018-12-05 23:06:00,D,0.056986228,0.0,False,,0.0,,,,,,,,,,,75.78777140334144,14.21222859665856,0.0,False,0.0,-0.8843614,0.06335437,0.028712623,0.027525537,4.931852,5.1411247
17463,2018-12-05 23:54:00,D,0.00028823278,0.0,False,,0.0,,,,,,,,,,,76.5737818890637,13.426218110936308,1.0,True,69622.6809787953,-0.94136524,0.016218185,0.010310769,0.0115664005,6.506822,6.431966
6739,2018-12-06 00:48:00,D,0.0004134068,0.0,False,,0.0,,,,,,,,,,,79.082791262739,10.917208737261008,0.0,False,0.0,-0.9403613,0.013026893,0.010609075,0.008974403,4.9548116,4.5508485
3309,2018-12-06 12:06:00,N,0.15178826,0.0,False,,0.0,,,,,,,,,,,146.92644727899764,-56.926447278997635,0.0,False,0.0,-0.9606725,0.003920138,0.0027065203,0.0023269728,2.9903712,2.566524
